ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code
9615350,HX264908,05/17/2014 07:25:00 AM,039XX W 65TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0833,008,13,65,26
9615443,HX264472,01/28/2014 08:00:00 PM,063XX S ALBANY AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,true,true,0823,008,15,66,26
9615509,HX265097,05/17/2014 07:26:00 AM,020XX N HALSTED ST,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,true,false,1812,018,43,7,08A
9615522,HX265122,05/17/2014 11:00:00 AM,015XX S CALIFORNIA BLVD,0810,THEFT,OVER $500,STREET,false,false,1023,010,28,29,06
9615694,HX265422,05/17/2014 08:00:00 AM,002XX S RIVERSIDE PLZ,0890,THEFT,FROM BUILDING,OTHER,false,false,0121,001,2,28,06
9615782,HX265546,05/14/2014 05:00:00 PM,067XX S SANGAMON ST,0560,ASSAULT,SIMPLE,OTHER,false,false,0723,007,17,68,08A
9615783,HX265547,05/17/2014 04:20:00 PM,111XX S STATE ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,0531,005,9,49,26
9615901,HX265620,05/17/2014 06:35:00 PM,114XX S STATE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0522,005,34,49,15
9615903,HX265744,05/17/2014 07:40:00 PM,048XX S LAVERGNE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0814,008,23,56,08A
9615998,HX265838,05/17/2014 09:00:00 PM,055XX W QUINCY ST,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,true,false,1522,015,29,25,18
9616049,HX265930,05/17/2014 11:15:00 AM,002XX S LARAMIE AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,true,false,1522,015,29,25,18
9616161,HX266056,05/17/2014 09:00:00 PM,018XX N ST LOUIS AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,1422,014,26,22,26
9616360,HX266240,05/18/2014 02:30:00 AM,046XX W MADISON ST,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,false,false,1113,011,28,25,03
9616450,HX266395,05/18/2014 11:15:00 AM,021XX W 50TH PL,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,false,false,0931,009,16,61,26
9616461,HX266428,05/18/2014 11:55:00 AM,042XX W LAKE ST,0560,ASSAULT,SIMPLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,true,1114,011,28,26,08A
9616463,HX266422,05/18/2014 12:00:00 PM,0000X S LEAMINGTON AVE,1330,CRIMINAL TRESPASS,TO LAND,SIDEWALK,true,false,1533,015,28,25,26
9616602,HX266673,05/18/2014 03:45:00 PM,048XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0931,009,20,61,06
9616806,HX266961,05/18/2014 07:58:00 PM,033XX W LEXINGTON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1134,011,24,27,18
9617075,HX267247,05/19/2014 01:50:00 AM,084XX S CONSTANCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0412,004,8,45,08B
9617082,HX267215,05/19/2014 12:30:00 AM,004XX E 62ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0313,003,20,42,14
9617337,HX267413,05/18/2014 07:00:00 PM,022XX N CLIFTON AVE,0810,THEFT,OVER $500,STREET,false,false,1811,018,32,7,06
9617940,HX268023,05/19/2014 07:45:00 AM,014XX N MILWAUKEE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,false,false,1424,014,1,24,11
9617965,HX268000,05/18/2014 09:00:00 PM,030XX S KENNETH AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,false,false,1031,010,22,30,14
9617998,HX267080,05/18/2014 09:50:00 PM,039XX W BELMONT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2523,025,31,21,08B
9618072,HX268217,05/19/2014 08:00:00 AM,020XX E 70TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0331,003,5,43,05
9618659,HX263806,05/15/2014 05:15:00 PM,050XX S BLACKSTONE AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,0222,002,4,39,08B
9618854,HX268869,05/20/2014 10:10:00 AM,012XX W 63RD ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0724,007,16,67,03
9618879,HX268803,05/20/2014 09:25:00 AM,041XX S ARCHER AVE,0460,BATTERY,SIMPLE,STREET,false,false,0921,009,14,58,08B
9619072,HX269074,05/19/2014 07:00:00 PM,052XX W ADAMS ST,0560,ASSAULT,SIMPLE,STREET,false,false,1522,015,29,25,08A
9619099,HX269033,05/20/2014 12:01:00 PM,038XX S WESTERN AVE,3100,PUBLIC PEACE VIOLATION,MOB ACTION,PARK PROPERTY,true,false,0911,009,12,59,24
9619124,HX269082,05/16/2014 01:30:00 PM,083XX S EXCHANGE AVE,0870,THEFT,POCKET-PICKING,GAS STATION,false,false,0423,004,10,46,06
9619250,HX268988,05/20/2014 11:00:00 AM,100XX S PRINCETON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0511,005,9,49,06
9619527,HX269647,05/20/2014 06:57:00 PM,027XX W 55TH ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,0923,009,14,63,24
9619531,HX269561,05/14/2014 12:00:00 PM,072XX S LANGLEY AVE,0810,THEFT,OVER $500,STREET,false,false,0323,003,6,69,06
9619656,HX269765,05/19/2014 06:00:00 PM,109XX S AVENUE O,0810,THEFT,OVER $500,STREET,false,false,0432,004,10,52,06
9619768,HX269869,05/20/2014 10:05:00 PM,003XX N DESPLAINES ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1214,012,42,28,06
9620025,HX270095,05/21/2014 07:30:00 AM,018XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1233,012,25,31,08B
9620189,HX270041,05/20/2014 08:30:00 PM,082XX S PERRY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0622,006,21,44,07
9620406,HX270369,05/20/2014 07:00:00 PM,066XX W ARCHER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0811,008,23,56,14
9620484,HX270416,05/20/2014 08:00:00 AM,045XX S ST LOUIS AVE,0810,THEFT,OVER $500,APARTMENT,false,true,0821,008,14,58,06
9620582,HX270462,05/21/2014 12:00:00 PM,023XX S DRAKE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK,true,true,1024,010,22,30,26
9620719,HX270553,04/15/2014 09:00:00 PM,044XX S LAKE PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0222,002,4,39,14
9621021,HX269799,05/20/2014 07:17:00 PM,046XX N MARINE DR,0820,THEFT,$500 AND UNDER,HOSPITAL BUILDING/GROUNDS,false,false,1914,019,46,3,06
9621169,HX271215,05/04/2014 03:30:00 AM,020XX N MOHAWK ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1812,018,43,7,03
9621314,HX271366,05/21/2014 11:11:00 PM,041XX S WELLS ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0925,009,3,37,18
9621700,HX271570,05/22/2014 07:30:00 AM,047XX W BERENICE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1731,017,38,15,08B
9621973,HX271788,05/21/2014 06:40:00 PM,044XX S SACRAMENTO AVE,1375,CRIMINAL DAMAGE,INSTITUTIONAL VANDALISM,"SCHOOL, PUBLIC, BUILDING",false,false,0922,009,14,58,14
9622068,HX271769,05/21/2014 10:00:00 PM,091XX S MARQUETTE AVE,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),false,false,0423,004,7,48,06
9622199,HX272034,05/22/2014 02:00:00 AM,029XX W BELDEN AVE,0810,THEFT,OVER $500,STREET,false,false,1414,014,35,22,06
9622242,HX272040,05/22/2014 06:30:00 AM,078XX S STONY ISLAND SD,0810,THEFT,OVER $500,STREET,false,false,0411,004,5,43,06
9622789,HX272821,05/22/2014 07:45:00 PM,024XX N GENEVA TER,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,false,false,1935,019,43,7,07
9622799,HX271300,05/21/2014 10:00:00 PM,081XX S WOLCOTT AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,true,true,0614,006,18,71,04A
9623029,HX272960,05/23/2014 08:30:00 AM,002XX W 110TH PL,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENTIAL YARD (FRONT/BACK),true,false,0513,005,34,49,18
9623732,HX273280,05/23/2014 12:46:00 PM,012XX S LAWNDALE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,true,false,1011,010,24,29,04A
9623778,HX273534,05/23/2014 03:00:00 PM,020XX E 95TH ST,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,true,false,0431,004,7,51,26
9623884,HX273806,05/23/2014 06:30:00 PM,129XX S MORGAN ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0523,005,34,53,05
9624246,HX274031,05/23/2014 10:30:00 PM,041XX W CONGRESS PKWY,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,1132,011,24,26,14
9624375,HX274399,05/23/2014 08:30:00 PM,050XX N WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2031,020,47,4,14
9624472,HX274565,05/24/2014 01:30:00 AM,057XX W OHIO ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1512,015,29,25,14
9624763,HX274720,05/23/2014 11:15:00 AM,014XX N TRIPP AVE,0810,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",false,false,2534,025,37,23,06
9624769,HX274862,05/24/2014 04:10:00 PM,057XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1513,015,29,25,08B
9624921,HX275070,05/24/2014 05:00:00 PM,007XX E 111TH ST,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,POLICE FACILITY/VEH PARKING LOT,true,false,0531,005,9,50,08A
9625031,HX275251,05/24/2014 10:30:00 PM,032XX W 63RD ST,0460,BATTERY,SIMPLE,RESIDENCE,true,false,0823,008,15,66,08B
9625102,HX275385,05/24/2014 08:00:00 AM,047XX N BEACON ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1913,019,46,3,05
9625182,HX275302,05/20/2014 02:00:00 AM,065XX S DR MARTIN LUTHER KING JR DR,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL/MOTEL,false,false,0312,003,20,42,02
9625183,HX275451,05/25/2014 01:39:00 AM,108XX S AVENUE H,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0432,004,10,52,18
9625303,HX275417,05/25/2014 12:50:00 AM,067XX S RIDGELAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,true,0332,003,5,43,08B
9625588,HX275931,05/25/2014 12:50:00 PM,023XX W JACKSON BLVD,0460,BATTERY,SIMPLE,APARTMENT,false,false,1225,012,2,28,08B
9625758,HX276175,05/25/2014 04:40:00 PM,059XX W GIDDINGS ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1622,016,45,15,26
9625935,HX276297,05/25/2014 05:30:00 PM,019XX W GARFIELD BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,0715,007,15,67,07
9626044,HX276635,05/26/2014 01:00:00 AM,104XX S KEDZIE AVE,0460,BATTERY,SIMPLE,STREET,true,false,2211,022,19,74,08B
9626110,HX276696,05/26/2014 01:56:00 AM,005XX E 79TH ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,true,false,0624,006,6,69,18
9626353,HX276890,05/25/2014 10:00:00 PM,111XX S TRUMBULL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2211,022,19,74,14
9626375,HX277042,05/26/2014 12:05:00 PM,130XX S EVANS AVE,5110,OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,VEHICLE NON-COMMERCIAL,false,false,0533,005,9,54,26
9626387,HX277003,05/25/2014 06:30:00 PM,087XX S ESSEX AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0423,004,7,46,03
9626554,HX277324,05/26/2014 03:54:00 PM,015XX N DAMEN AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,PARK PROPERTY,true,false,1424,014,1,24,17
9626697,HX277405,05/26/2014 05:54:00 PM,067XX S PAXTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0331,003,5,43,14
9626734,HX277542,05/26/2014 07:00:00 PM,007XX E 92ND PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0633,006,9,44,18
9626822,HX277487,05/26/2014 06:55:00 PM,016XX W 47TH ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,0924,009,3,61,04B
9626846,HX277664,05/26/2014 10:05:00 PM,081XX S EAST END AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0414,004,8,45,18
9627059,HX277893,05/26/2014 07:00:00 AM,023XX W LOGAN BLVD,0810,THEFT,OVER $500,ATHLETIC CLUB,false,false,1432,014,1,22,06
9627237,HX278048,05/24/2014 07:00:00 PM,023XX W CORTEZ ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1212,012,32,24,06
9627408,HX277839,05/27/2014 02:20:00 AM,051XX S LOOMIS BLVD,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0934,009,16,61,03
9628292,HX279224,05/28/2014 01:00:00 AM,010XX N STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,TAVERN/LIQUOR STORE,true,false,1824,018,42,8,14
9628605,HX279443,05/09/2014 09:30:00 PM,066XX S STONY ISLAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),false,false,0321,003,5,42,11
9628736,HX279538,05/28/2014 11:10:00 AM,003XX S HAMLIN BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1133,011,28,26,18
9629012,HX279818,05/28/2014 01:39:00 PM,131XX S ST LAWRENCE AVE,0460,BATTERY,SIMPLE,CHA PARKING LOT/GROUNDS,true,false,0533,005,9,54,08B
9629025,HX279876,05/26/2014 05:00:00 PM,031XX N ELSTON AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1411,014,1,21,06
9629109,HX279968,05/28/2014 03:45:00 PM,081XX S SACRAMENTO AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0835,008,18,70,08B
9629115,HX280031,05/28/2014 04:06:00 PM,053XX N LINCOLN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,SIDEWALK,true,false,2011,020,40,4,14
9629171,HX280036,05/28/2014 04:50:00 PM,008XX W 115TH ST,1330,CRIMINAL TRESPASS,TO LAND,TAVERN/LIQUOR STORE,true,false,0524,005,34,53,26
9629258,HX279998,05/28/2014 03:48:00 PM,064XX N RIDGE BLVD,0560,ASSAULT,SIMPLE,APARTMENT,false,false,2412,024,50,2,08A
9629282,HX280333,05/28/2014 07:45:00 PM,050XX S LAFLIN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, GROUNDS",true,false,0933,009,16,61,18
9629325,HX280384,05/28/2014 08:29:00 PM,032XX W CERMAK RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,1024,010,24,30,18
9629379,HX280390,05/28/2014 11:30:00 AM,020XX W 21ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1234,012,25,31,14
9629411,HX280408,05/28/2014 07:59:00 PM,069XX N GREENVIEW AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,2431,024,49,1,26
9629512,HX280582,05/18/2014 03:30:00 AM,069XX S CHAPPEL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0331,003,5,43,14
9629713,HX280714,05/29/2014 07:15:00 AM,012XX S WABASH AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,true,false,0131,001,2,33,26
9630247,HX280980,05/29/2014 07:00:00 AM,056XX W WILSON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,false,false,1622,016,45,15,14
9630425,HX280934,05/27/2014 02:05:00 PM,035XX E 106TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,false,false,0432,004,10,52,11
9630486,HX279979,05/16/2014 08:00:00 AM,046XX W DIVERSEY AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,DEPARTMENT STORE,false,false,2521,025,31,20,11
9630551,HX281249,05/29/2014 02:28:00 PM,013XX S CANAL ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,0124,001,2,28,06
9630653,HX281369,05/29/2014 03:00:00 PM,058XX S MORGAN ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0712,007,16,68,06
9630844,HX281710,05/28/2014 10:00:00 PM,096XX S LA SALLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0511,005,21,49,14
9630963,HX281785,05/29/2014 03:00:00 PM,0000X S STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA TRAIN,false,false,0112,001,42,32,11
9630968,HX281469,05/29/2014 04:45:00 PM,032XX S DEARBORN ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0211,002,3,35,08B
9630983,HX281336,05/28/2014 03:30:00 PM,081XX S MARYLAND AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,false,true,0631,006,8,44,20
9631120,HX281963,05/29/2014 10:00:00 PM,024XX W FULLERTON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1431,014,1,22,06
9631142,HX282032,05/30/2014 03:23:00 AM,006XX W BUENA AVE,4310,OTHER OFFENSE,POSSESSION OF BURGLARY TOOLS,SIDEWALK,true,false,1915,019,46,3,26
9631320,HX282049,05/29/2014 06:00:00 PM,003XX E NORTH WATER ST,0820,THEFT,$500 AND UNDER,HOTEL/MOTEL,false,false,1834,018,42,8,06
9631473,HX282256,05/25/2014 10:00:00 PM,050XX N AUSTIN AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,1622,016,45,11,05
9631920,HX282532,05/30/2014 01:00:00 PM,087XX S STONY ISLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,0412,004,8,48,14
9632140,HX281777,01/01/2014 12:00:00 AM,001XX W 124TH ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,0523,005,9,53,17
9632247,HX283056,05/30/2014 02:30:00 PM,023XX W 23RD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1034,010,25,31,07
9632276,HX282786,05/30/2014 04:46:00 PM,028XX W BELDEN AVE,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,false,false,1414,014,35,22,03
9632810,HX282731,05/30/2014 04:04:00 PM,038XX W MADISON ST,5011,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,false,false,1122,011,28,26,26
9632881,HX281326,05/28/2014 03:00:00 PM,091XX S CHAPPEL AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0413,004,8,48,08B
9632948,HX283874,05/31/2014 12:10:00 PM,087XX S JEFFERY BLVD,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,0412,004,8,48,08B
9632950,HX283983,05/17/2014 03:30:00 PM,041XX W POTOMAC AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,false,2534,025,37,23,14
9632957,HX283938,05/31/2014 08:50:00 AM,018XX S WENTWORTH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0914,009,25,34,14
9633006,HX284093,05/24/2014 03:00:00 PM,074XX S INGLESIDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,false,0323,003,8,69,14
9633030,HX284005,05/31/2014 11:56:00 AM,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0833,008,13,65,06
9633063,HX284139,05/31/2014 12:00:00 AM,002XX W 19TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0914,009,25,34,06
9633090,HX284063,05/31/2014 02:46:00 PM,046XX W IRVING PARK RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1722,017,45,15,06
9633115,HX282972,05/30/2014 06:25:00 PM,035XX W POLK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1133,011,24,27,08B
9633117,HX284037,05/31/2014 11:00:00 AM,050XX W JACKSON BLVD,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1533,015,28,25,08B
9633147,HX284002,05/31/2014 01:45:00 PM,078XX S CHAMPLAIN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0624,006,6,69,06
9633274,HX284306,05/31/2014 06:20:00 PM,115XX S CHURCH ST,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,2212,022,19,75,06
9633418,HX284614,05/31/2014 10:40:00 PM,089XX S LOWE AVE,2027,NARCOTICS,POSS: CRACK,STREET,true,false,2223,022,21,71,18
9633421,HX284518,05/31/2014 07:44:00 PM,028XX W GLENLAKE AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,false,false,2413,024,50,2,05
9633889,HX285158,06/01/2014 11:00:00 AM,033XX W JACKSON BLVD,0580,STALKING,SIMPLE,APARTMENT,true,true,1124,011,28,27,08A
9634249,HX285748,06/01/2014 07:30:00 PM,024XX S SPAULDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),true,true,1024,010,22,30,08B
9634270,HX285757,06/01/2014 06:24:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0111,001,42,32,06
9634366,HX285904,06/01/2014 04:00:00 AM,072XX S LUELLA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0333,003,5,43,14
9634512,HX285973,06/01/2014 11:13:00 PM,009XX W 70TH ST,3760,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING SERVICE,ALLEY,true,false,0733,007,17,68,24
9635340,HX286575,06/02/2014 10:00:00 AM,023XX W DICKENS AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,1432,014,32,22,05
9635366,HX286547,06/02/2014 11:56:00 AM,047XX N SHERIDAN RD,0460,BATTERY,SIMPLE,SIDEWALK,true,false,1914,019,46,3,08B
9635428,HX286637,05/23/2014 08:00:00 AM,031XX S SACRAMENTO AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,1033,010,12,30,06
9635479,HX286539,05/21/2014 03:50:00 PM,031XX W WALNUT ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,1222,012,27,27,08B
9635623,HX286631,06/02/2014 12:00:00 PM,029XX W BERWYN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2011,020,40,4,06
9635741,HX285823,06/01/2014 09:05:00 PM,055XX W CHICAGO AVE,0810,THEFT,OVER $500,STREET,false,false,1524,015,37,25,06
9635831,HX286982,06/02/2014 06:40:00 AM,072XX S RIDGEWAY AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0833,008,13,65,05
9635924,HX286986,06/02/2014 02:32:00 PM,052XX W BLOOMINGDALE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2532,025,37,25,05
9635975,HX287252,06/02/2014 08:00:00 PM,008XX N LEAMINGTON AVE,2027,NARCOTICS,POSS: CRACK,ABANDONED BUILDING,true,false,1531,015,37,25,18
9636016,HX286589,06/02/2014 12:45:00 AM,079XX S PRAIRIE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0623,006,6,44,05
9636070,HX287139,06/01/2014 05:00:00 PM,038XX N KEYSTONE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1732,017,30,16,07
9636874,HX287855,06/02/2014 11:00:00 PM,029XX N SPRINGFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2523,025,30,21,08B
9636947,HX287898,06/03/2014 11:00:00 AM,057XX S RACINE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,true,false,0713,007,16,67,18
9637399,HX288249,06/03/2014 03:05:00 PM,033XX W DIVISION ST,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),SIDEWALK,true,false,1422,014,26,23,18
9637422,HX288264,06/03/2014 09:30:00 AM,103XX S ELIZABETH ST,0810,THEFT,OVER $500,STREET,false,false,2232,022,21,73,06
9637508,HX288503,06/03/2014 03:45:00 PM,109XX S VINCENNES AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2234,022,34,75,08B
9637671,HX288698,06/02/2014 09:30:00 PM,017XX W 91ST ST,0810,THEFT,OVER $500,STREET,false,false,2221,022,21,73,06
9638024,HX289109,06/04/2014 01:45:00 AM,050XX W MADISON ST,0460,BATTERY,SIMPLE,RESTAURANT,false,false,1533,015,28,25,08B
9638409,HX289255,05/23/2014 03:00:00 PM,073XX S BENNETT AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0324,003,5,43,06
9639439,HX289902,06/04/2014 12:00:00 PM,116XX S AVENUE J,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0433,004,10,55,05
9639453,HX290229,06/04/2014 08:00:00 PM,029XX W 25TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1033,010,12,30,08B
9639558,HX290194,05/07/2014 05:00:00 PM,008XX W 80TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0621,006,17,71,05
9639668,HX290459,06/02/2014 12:01:00 AM,038XX S PRINCETON AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,0915,009,3,34,26
9639841,HX262763,05/15/2014 02:00:00 PM,095XX S YALE AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,true,false,0511,005,21,49,18
9640063,HX290623,06/04/2014 02:00:00 PM,009XX N CENTRAL AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",false,false,1511,015,29,25,06
